19586	19519	19538	19548
19808	19635	19614	19753
19673	19577	19606	19578
19733	19606	19670	19634
19715	19590	19689	19568
19788	19711	19681	19522
19775	19708	19714	19747
19891	19731	19713	19685
19860	19748	19693	19682
19857	19726	19680	19644
19929	19666	19667	19818
19824	19762	19731	19748
20009	19902	19758	19800
19857	19701	19565	19678
19857	19790	19827	19795
20014	19849	19744	19788
19889	19833	19757	19855
19839	19774	19815	19899
19815	19755	19856	19931
19909	19833	19901	19940
19973	19885	19847	19843
19990	19898	19852	19850
19956	19861	19881	19938
19978	19900	19801	19847
19816	19746	19856	19916
19990	19837	19847	19830
19971	19911	19880	19862
19958	19880	19844	19824
19992	19908	19822	19803
20015	19893	19942	19940
19940	19818	19865	19931
20023	19871	19847	19831
19997	19929	19875	19872
19981	19859	19868	19980
20011	19931	19911	19947
20014	19930	19950	19974
19859	19825	19899	19902
20022	19894	19939	19917
20034	19858	19813	19869
19984	19901	19912	19975
19944	19907	20069	20028
20055	19971	19844	19820
20067	20002	19862	19842
20035	19989	19992	20044
20133	19994	20017	19975
20079	19900	19879	19973
20059	19936	19940	19936
20016	19932	19941	19981
20051	19994	20042	19965
20145	20002	20066	20078
20278	20127	20102	20077
20121	19910	19913	19961
20306	20087	20057	20139
20156	20040	20061	20028
20220	20077	20051	20101
20212	20031	20053	20062
20220	20082	20058	20023
20203	20052	20132	20099
20203	20071	20104	20142
20256	20097	20062	20111
20260	20068	20070	20135
20252	20115	20141	20147
20165	20099	20143	20050
20186	20057	20045	20079
20208	20074	20045	20073
20109	20008	20007	20078
20152	20079	20092	20077
20099	20048	19965	20008
20166	20128	20169	20088
20184	20036	20034	20117
20172	20058	20074	20147
20149	20058	19964	20015
20157	20115	20079	20072
20126	19960	19926	20014
20289	20072	20061	20125
20104	20041	20074	20112
20046	20010	20071	20052
20089	19982	20063	20025
20258	20026	19956	20025
20036	19986	20052	19970
20021	19913	19949	20005
19980	19882	19911	19976
20129	19849	19827	19921
20071	19911	19898	19888
20122	19986	19928	19952
20022	19922	19969	19936
20040	19889	19834	19873
20102	19895	19819	19828
20025	19879	19819	19852
19910	19830	19824	19832
19962	19802	19808	19860
19974	19860	19898	20038
19984	19826	19773	19841
19903	19831	19722	19735
19889	19766	19771	19893
19847	19722	19813	19860
20019	19873	19778	19794
19780	19678	19782	19810
19785	19711	19720	19801
19921	19847	19785	19734
19856	19781	19760	19794
19896	19788	19692	19688
19864	19782	19804	19726
19857	19778	19792	19801
19932	19777	19782	19898
19877	19776	19783	19772
19998	19783	19783	19857
19923	19799	19856	19946
20025	19881	19814	19844
20061	19932	19955	19920
20025	19941	19871	19920
19902	19830	19834	19962
20024	19918	19879	19989
20027	19979	20019	19988
20108	19968	20024	20052
20207	19975	19981	20072
20166	20095	20019	20024
20219	20148	20131	20025
20194	20099	20174	20159
20320	20032	20015	20122
20464	20227	20080	20064
20292	20211	20201	20238
20313	20272	20203	20188
20423	20313	20287	20355
20356	20297	20333	20324
20553	20342	20300	20397
20650	20416	20371	20372
20568	20478	20405	20466
20565	20508	20482	20566
20484	20406	20543	20590
20677	20555	20555	20569
20634	20524	20493	20552
20661	20549	20582	20516
20714	20663	20695	20677
20830	20771	20647	20663
20845	20755	20760	20843
20919	20725	20712	20773
20794	20742	20709	20659
20943	20724	20702	20807
20938	20797	20777	20787
21119	20875	20842	20786
21056	20991	21008	20979
21032	20878	20852	20916
21139	21018	20997	21015
21137	20980	20944	21013
21173	21059	20996	20989
21203	21005	21003	21028
21203	21105	21004	21043
21188	21087	21027	21088
21299	21115	21077	21182
21406	21101	21065	21206
21363	21065	21072	21165
21220	21073	21129	21192
21264	21118	21111	21221
21325	21212	21255	21392
21365	21185	21166	21255
21461	21372	21305	21296
21364	21210	21244	21301
21348	21256	21218	21343
21416	21318	21288	21376
21487	21386	21385	21439
21501	21414	21416	21358
21517	21378	21371	21432
21489	21413	21367	21289
21727	21414	21359	21405
21654	21556	21487	21480
21594	21541	21601	21626
21624	21544	21578	21550
21704	21491	21546	21575
21628	21597	21611	21669
21686	21633	21676	21700
21694	21591	21646	21643
21705	21561	21681	21651
21900	21668	21579	21566
21814	21761	21710	21729
21934	21821	21828	21820
21797	21730	21792	21772
21869	21821	21927	21840
22032	21914	21896	21837
21852	21804	21847	21844
22070	21894	21864	21828
21969	21847	21893	21815
22012	21931	21925	21907
22158	21986	21911	21932
22137	21961	21988	21961
21941	21854	21940	22081
22089	21992	21928	21896
22256	22098	22055	22041
22205	22047	21973	22051
22369	22142	22026	22050
22050	21920	21993	22027
22126	22034	22091	22058
22064	22015	22153	22148
22158	22060	22015	22096
22284	22121	22011	22047
22157	22102	22087	22053
22299	22187	22146	22072
22304	22122	22114	22174
22208	22151	22222	22185
22251	22170	22148	22148
22292	22242	22242	22157
22256	22151	22051	22128
22251	22097	22090	22094
22374	22288	22205	22159
22222	22032	22087	22049
22229	22010	22024	22102
22280	22084	22032	22105
22187	22157	22150	22121
22320	22123	22065	22180
22292	22110	22097	22093
22213	22131	22105	22048
22221	22119	22185	22229
22226	22060	22090	22065
22324	22131	22058	22124
22422	22230	22145	22085
22209	22058	22050	22196
22186	22145	22168	22131
22318	22176	22177	22155
22410	22146	22123	22178
22333	22204	22149	22146
22291	22214	22176	22303
22289	22135	22105	22196
22360	22300	22220	22160
22337	22231	22261	22243
22331	22258	22229	22233
22419	22311	22225	22201
22458	22208	22211	22276
22425	22345	22348	22343
22520	22379	22372	22389
22484	22373	22381	22462
22518	22440	22466	22415
22547	22404	22455	22471
22676	22480	22465	22543
22725	22572	22477	22513
22663	22450	22468	22572
22777	22678	22729	22662
22795	22644	22618	22684
22713	22628	22626	22719
22825	22745	22776	22722
22889	22792	22751	22670
22844	22662	22716	22843
22818	22747	22660	22770
22918	22798	22771	22844
22904	22703	22701	22772
22970	22824	22697	22765
22893	22821	22862	22710
23065	22803	22742	22712
22985	22740	22753	22880
22894	22824	22824	22889
23030	22923	22766	22780
23024	22877	22897	22926
23029	22901	22938	22849
22870	22819	22889	22776
23141	22894	22874	22877
22919	22805	22818	22823
23069	22934	22869	22863
22899	22795	22809	22914
22946	22852	22843	22725
22948	22738	22790	22765
22791	22714	22802	22735
22899	22865	22844	22797
22922	22687	22695	22834
22959	22815	22798	22839
22825	22775	22743	22795
22932	22749	22716	22691
22953	22815	22806	22903
22872	22765	22744	22729
22870	22742	22724	22868
22833	22784	22788	22930
22951	22854	22818	22935
22926	22889	22969	22819
22916	22759	22771	22859
22958	22839	22701	22791
23037	22977	22997	23008
23070	22946	22939	22931
23034	22901	23023	23074
23143	23102	23035	23050
23147	23096	23018	23070
23147	23043	23036	23079
23265	23142	23122	23158
23251	23016	23026	23224
23317	23131	23124	23233
23435	23285	23287	23404
23383	23308	23333	23281
23402	23308	23337	23452
23480	23338	23417	23442
23580	23352	23334	23403
23594	23401	23433	23473
23383	23336	23331	23422
23532	23450	23406	23363
23446	23369	23364	23223
23592	23391	23358	23351
23553	23411	23324	23367
23748	23532	23437	23524
23826	23546	23428	23395
23790	23641	23558	23503
23713	23550	23496	23523
23549	23466	23588	23624
23867	23625	23635	23600
23821	23679	23644	23592
23838	23723	23616	23644
23959	23763	23692	23669
23954	23826	23803	23812
24027	23864	23787	23807
23920	23854	23885	23888
23992	23783	23864	23881
24119	23915	23878	23885
23986	23932	23878	23881
24179	24013	23906	23928
23923	23825	23942	23898
24027	23963	23990	24076
24216	24040	23988	23938
24285	24163	24118	24129
24337	24170	24174	24183
24246	24180	24180	24168
24425	24257	24143	24241
24392	24248	24178	24251
24331	24203	24345	24355
24252	24158	24204	24225
24215	24153	24337	24301
24383	24236	24276	24366
24521	24310	24240	24227
24366	24247	24199	24282
24483	24442	24403	24345
24381	24321	24368	24341
24505	24314	24363	24465
24445	24338	24396	24474
24682	24419	24386	24416
24523	24479	24357	24387
24487	24360	24461	24418
24443	24361	24481	24382
24674	24483	24436	24439
24578	24415	24523	24499
24638	24521	24467	24581
24656	24493	24478	24584
24647	24495	24430	24497
24578	24547	24543	24441
24564	24442	24522	24514
24634	24563	24526	24481
24643	24531	24466	24407
24599	24442	24495	24485
24577	24461	24466	24524
24603	24556	24471	24476
24642	24520	24543	24511
24646	24602	24543	24466
24581	24513	24511	24563
24638	24563	24627	24622
24701	24591	24599	24610
24747	24615	24556	24572
24621	24520	24475	24522
24776	24691	24596	24623
24777	24581	24552	24628
24834	24693	24672	24623
24808	24662	24694	24618
24767	24679	24697	24708
24791	24680	24748	24728
24885	24722	24663	24695
24963	24852	24783	24734
24860	24806	24900	24793
25020	24901	24881	24850
25112	25041	24908	24888
25012	24822	24897	24878
25008	24897	24946	24968
25158	24935	24914	24964
25229	25065	25065	25080
25138	25046	24965	24950
25243	25135	25116	25185
25254	25012	25013	25251
25240	25147	25109	25086
25258	25098	25008	25097
25348	25247	25139	25153
25352	25029	25040	25181
25335	25128	25068	25267
25456	25249	25238	25248
25269	25175	25127	25106
25409	25340	25278	25229
25379	25244	25179	25212
25498	25302	25244	25331
25356	25210	25234	25422
25340	25276	25288	25274
25441	25280	25320	25324
25518	25316	25279	25414
25561	25473	25607	25827
26318	26158	26063	26034
27266	27109	26978	27070
29470	29290	29185	29187
32483	32300	32340	32446
35447	35247	35207	35218
38486	38244	38214	38065
41621	41251	41299	41312
44494	44307	44405	44583
46796	46393	46250	46126
47611	47430	47293	47110
48673	48306	48316	48345
49382	49106	49006	48992
49485	49224	49449	49432
47794	47531	47872	47637
44141	43867	43950	43942
39281	38983	38944	39019
34108	33880	33673	33734
29128	28796	28572	28566
24129	23879	23822	23905
21041	20881	20790	20723
20239	20051	20006	19931
22168	21946	21878	21897
25006	24795	24708	24781
27265	27063	26961	26942
28572	28459	28394	28329
29542	29426	29283	29257
29451	29207	29166	29106
27917	27784	27744	27696
26411	26294	26221	26215
25501	25402	25320	25360
25202	25125	25164	25200
25320	25143	25094	25149
25280	25148	25158	25239
25237	25133	25173	25272
25517	25259	25126	25145
25360	25315	25366	25269
25516	25313	25304	25305
25539	25430	25426	25503
25657	25472	25456	25595
25651	25511	25520	25529
25681	25449	25463	25592
25552	25485	25523	25632
25653	25558	25464	25446
25735	25574	25492	25501
25742	25669	25549	25520
25777	25560	25555	25576
25749	25616	25536	25513
25639	25526	25608	25597
25818	25650	25594	25589
25749	25582	25624	25736
25806	25655	25667	25734
25681	25568	25716	25595
25692	25603	25515	25545
25716	25603	25682	25691
25945	25798	25695	25790
25867	25715	25615	25679
25897	25829	25842	25896
25976	25741	25749	25863
25887	25782	25733	25760
25924	25800	25687	25691
26015	25851	25826	25812
25887	25709	25705	25829
25939	25769	25785	25801
25803	25757	25842	25923
25939	25762	25757	25767
25967	25780	25791	25826
25945	25764	25793	25957
26044	25890	25840	25846
26090	25949	25923	25893
26010	25921	25906	25864
26218	26064	25963	26027
26179	26087	25982	25963
26092	25992	25996	25953
26046	25974	25983	26023
26077	25995	26005	25980
25992	25911	25882	26017
26047	25982	25898	25905
26131	25944	25935	26006
26174	25973	25892	25832
26046	25963	25904	26080
26116	25886	25984	26068
25993	25901	26014	25958
26050	25988	25928	25962
26057	25978	26028	26071
26092	25990	26040	26030
26239	26144	26075	26078
26065	25914	25876	25982
26057	25970	25960	26005
26222	26032	26007	26064
26017	25864	25896	26042
26225	26097	26049	26053
25992	25941	26009	26041
26178	26069	25930	25989
25967	25932	26028	26008
26089	25930	25930	25976
25981	25903	25956	25974
26120	25858	25914	26020
26163	26020	25984	26003
25960	25867	25875	25915
26172	25975	25901	25982
26290	26171	26125	26026
26363	26122	25965	26101
26279	26127	26139	26123
26199	26136	26228	26175
26233	26158	26095	26165
26425	26212	26029	26123
26259	26176	26241	26155
26364	26209	26146	26189
26383	26210	26206	26248
26378	26259	26220	26271
26509	26317	26280	26315
26437	26284	26252	26175
26414	26320	26325	26392
26499	26316	26276	26278
26457	26239	26236	26355
26510	26416	26427	26345
26581	26446	26364	26407
26404	26334	26406	26369
26684	26532	26454	26385
26685	26440	26342	26428
26613	26512	26519	26520
26650	26585	26432	26493
26711	26524	26554	26547
26769	26561	26550	26533
26683	26532	26578	26609
26862	26762	26806	26806
26809	26722	26741	26726
26795	26704	26687	26744
26849	26683	26729	26791
27107	26856	26788	26873
27162	26877	26856	26838
27105	27003	26867	26876
26961	26818	26819	26961
27100	26865	26873	26880
27046	26850	26889	26993
27161	27053	27000	27019
27081	26981	27036	27044
26976	26912	27125	27145
27214	27127	27117	27109
27207	27051	27040	27086
27273	27149	27187	27153
27209	27141	27149	27109
27270	27194	27129	27180
27322	27150	27140	27140
27336	27091	27148	27257
27207	27114	27069	27129
27274	27205	27273	27205
27399	27265	27244	27293
27344	27240	27257	27371
27322	27201	27438	27370
27573	27344	27246	27291
27401	27229	27209	27407
27368	27307	27282	27261
27362	27253	27282	27303
27517	27446	27430	27502
27516	27301	27355	27359
27527	27434	27429	27376
27701	27364	27197	27280
27555	27418	27366	27400
27552	27369	27421	27469
27659	27529	27492	27470
27614	27447	27473	27608
27688	27505	27515	27610
27770	27652	27615	27645
27679	27525	27546	27554
27721	27670	27719	27631
27714	27530	27527	27659
27731	27566	27643	27718
27666	27606	27689	27784
27721	27578	27562	27646
27761	27559	27571	27553
27689	27611	27602	27544
27715	27649	27691	27730
27897	27824	27774	27776
28052	27902	27829	27848
27943	27854	27748	27695
28068	27848	27866	27901
27980	27847	27872	27866
28029	27964	27935	27867
28109	28005	28049	28021
28164	27939	27910	28079
28136	28026	27939	27803
28153	28084	27985	27998
28083	28008	28017	27984
28125	27916	27923	27956
28155	28008	28034	27949
28136	28079	28106	28022
28349	28161	28075	28034
28210	28083	28133	28083
28243	28082	27974	28141
28300	28218	27994	27984
28483	28267	28173	28274
28330	28272	28214	28236
28432	28315	28286	28173
28474	28248	28230	28228
28484	28374	28403	28259
28302	28206	28189	28164
28410	28241	28318	28343
28615	28347	28334	28346
28479	28358	28348	28235
28484	28434	28427	28306
28581	28364	28286	28360
28462	28407	28383	28354
28534	28393	28418	28513
28619	28413	28354	28475
28670	28496	28310	28350
28600	28515	28393	28439
28651	28571	28523	28565
28568	28458	28491	28577
28706	28442	28435	28534
28699	28504	28473	28565
28470	28360	28531	28590
28733	28592	28584	28735
28845	28699	28731	28785
28945	28796	28752	28852
28991	28822	28812	28909
29055	28814	28937	29020
28982	28840	28928	29019
29128	29091	28976	28944
29141	29045	28979	29051
29199	29077	29024	29065
29341	29107	29073	29168
29232	29038	28913	29031
29167	29132	29209	29134
29294	29133	29093	29199
29375	29169	29185	29284
29347	29259	29211	29309
29308	29152	29125	29064
29233	29042	29085	29236
29268	29043	29096	29133
29176	29046	29147	29174
29243	29096	29055	29115
29319	29173	29068	29050
29229	29122	29111	29024
29393	29093	29042	29060
29238	29158	29202	29240
29328	29058	28970	29020
29456	29167	28933	29013
29261	29105	29177	29233
29269	29178	29187	29220
29232	29168	29128	29136
29182	29080	29068	29133
29157	29086	29137	29089
29325	29141	29108	29138
29267	29196	29007	29031
29061	28992	29162	29178
29341	29208	29179	29149
29357	29164	29122	29063
29241	29103	29173	29204
29256	29098	29074	29159
29131	29017	29039	29007
29188	28961	29114	29174
29196	29150	29134	29159
29297	29183	29229	29296
29477	29101	29103	29231
29479	29317	29227	29306
29451	29388	29440	29454
29582	29427	29467	29254
29574	29395	29321	29424
29694	29555	29576	29548
29729	29628	29603	29555
29613	29534	29572	29541
29663	29568	29537	29428
29699	29570	29526	29458
29631	29593	29594	29677
29775	29695	29657	29637
29769	29665	29646	29664
29697	29599	29709	29709
29766	29663	29605	29617
29835	29628	29601	29718
29577	29532	29612	29527
29733	29629	29669	29597
29626	29501	29480	29526
29656	29514	29633	29692
29860	29616	29544	29666
29857	29594	29566	29533
29710	29616	29645	29655
29742	29687	29772	29742
29693	29627	29790	29667
29821	29740	29738	29760
29799	29623	29715	29759
29974	29894	29918	29823
29930	29853	29834	29642
29975	29877	29802	29811
29967	29808	29826	29787
30124	29984	29911	29937
29879	29791	29943	29938
29998	29661	29676	29953
30134	29987	29913	29855
30065	29901	29939	29812
30132	29922	29916	29925
30365	30124	30111	30077
30118	29954	30066	30058
30157	30089	30145	30175
30207	30100	30087	30056
30347	30148	30048	30063
30225	30053	30068	30160
30282	30048	30086	30218
30461	30119	30193	30252
30288	30177	30185	30227
30318	30253	30256	30190
30279	30189	30117	30020
30502	30205	30076	30146
30499	30355	30233	30252
30641	30429	30297	30271
30522	30377	30370	30439
30318	30166	30287	30432
30681	30342	30316	30390
30413	30378	30451	30496
30531	30366	30388	30283
30698	30475	30253	30297
30504	30324	30414	30451
30581	30441	30417	30400
30635	30488	30496	30523
30718	30584	30614	30518
30891	30486	30397	30460
30722	30606	30510	30501
30620	30476	30517	30627
30766	30611	30422	30440
30689	30621	30575	30604
30793	30566	30543	30673
30815	30644	30669	30657
30755	30497	30478	30495
30710	30457	30455	30595
30710	30596	30640	30645
30792	30606	30648	30660
30769	30705	30759	30668
30930	30766	30752	30703
30755	30707	30818	30708
30914	30674	30661	30841
31019	30849	30809	30766
31119	30840	30819	30837
30960	30914	30975	30954
31194	30773	30802	30889
31075	30755	30775	30926
31037	30927	30961	30999
31100	30926	31048	31197
31147	31028	31071	31085
31159	31054	31141	31201
31211	31132	31246	31190
31255	31040	31133	31196
31233	31134	31235	31141
31489	31406	31261	31214
31510	31375	31199	31310
31462	31311	31155	31179
31722	31405	31286	31393
31676	31483	31325	31430
31733	31454	31396	31434
31670	31537	31496	31553
31708	31594	31496	31564
31876	31703	31590	31559
31764	31544	31549	31649
31971	31771	31587	31637
31898	31819	31795	31714
32069	31739	31777	31754
32056	31857	31777	31859
31986	31852	31818	31775
31921	31762	31803	31912
32019	31840	31773	31788
32037	31969	31854	31898
32041	31885	31859	31926
32012	31952	32006	32020
32069	31947	32046	32132
32136	32007	32081	32085
32219	32079	32129	32042
32234	32083	31998	32077
32307	32071	32001	32003
32285	32093	31918	31950
32313	32145	32047	32116
32315	32169	32243	32261
32221	32150	32294	32183
32454	32245	32148	32178
32530	32502	32466	32241
32243	32208	32258	32274
32277	32176	32200	32117
32329	32232	32197	32091
32437	32224	32063	32020
32400	32124	32121	32141
32275	32073	32119	32153
32412	32307	32133	32092
32231	32033	32157	32221
32532	32461	32454	32293
32368	32141	32163	32194
32445	32249	32255	32288
32488	32377	32237	32256
32430	32304	32360	32432
32441	32240	32196	32352
32516	32414	32410	32366
32617	32435	32422	32504
32607	32474	32594	32552
32400	32274	32237	32349
32499	32156	32316	32558
32740	32486	32404	32331
32608	32551	32568	32477
32694	32488	32489	32627
32738	32558	32514	32682
32771	32604	32683	32703
32725	32560	32517	32555
32662	32504	32535	32748
32668	32571	32640	32685
33018	32584	32559	32735
32729	32657	32766	32765
33044	32683	32669	32772
33090	32865	32804	32793
33176	32915	32757	32842
32939	32856	33024	32966
33159	32947	32835	32922
33004	32937	32872	32928
33164	32947	32900	32949
33298	32953	32914	33011
33065	32946	33045	33048
33000	32949	33086	33052
33191	32952	32861	32997
33189	33019	33030	32945
33085	33018	33095	33080
33236	33065	33022	32968
33059	32942	33162	33172
33326	33233	33058	33052
33353	33204	33128	33041
33282	33130	33037	33118
33357	33217	33157	33200
33304	33204	33125	33180
33318	33129	33091	33267
33447	33255	33254	33298
33340	33235	33254	33425
33547	33431	33500	33430
33538	33389	33317	33397
33603	33398	33306	33342
33456	33414	33406	33456
33611	33448	33492	33501
33571	33458	33452	33348
33546	33396	33477	33561
33490	33434	33521	33518
33813	33659	33560	33542
33728	33598	33581	33644
33904	33684	33655	33676
33759	33662	33788	33822
34094	33951	33765	33750
33784	33603	33590	33704
33903	33818	33803	33843
34022	33739	33703	33829
33992	33738	33722	33972
33966	33796	33777	33849
34085	33964	33812	33849
34034	33930	33817	33842
33853	33749	33943	33972
34053	33812	33781	33716
34105	33945	33758	33757
34187	33961	33933	33898
34304	34011	33923	33887
34104	34036	33980	33913
34137	33989	34008	33933
33989	33847	33937	33824
34091	33866	33855	33896
34328	34009	33931	33861
34132	33979	33942	34061
34003	33917	34072	33916
34259	34166	34016	34074
34291	34118	34085	34088
34285	34081	34108	34120
34201	34141	34148	34095
34171	34081	34045	34012
34223	34025	33928	33947
34250	34119	33953	33975
34160	33957	34084	34279
34083	34003	34023	34066
34191	34013	34104	34081
34066	33997	34105	34135
34340	34105	34192	34226
34228	34034	34053	34108
34264	34098	34015	33951
34063	33986	34041	34094
34144	34042	34200	34216
34122	33954	34112	34232
34336	34069	33998	34023
34335	34234	34102	34060
34229	34130	34154	34164
34270	34170	34155	34245
34546	34253	34112	34141
34262	34144	34063	34068
34199	34102	34190	34273
34438	34168	34216	34174
34288	34042	34024	34184
34224	34133	34265	34234
34495	34123	33996	34161
34356	34294	34237	34166
34329	34233	34171	34137
34294	34125	34271	34087
34515	34299	34230	34422
34390	34252	34283	34265
34502	34336	34341	34362
34637	34438	34418	34402
34643	34550	34483	34356
34618	34409	34408	34509
34634	34558	34380	34452
34477	34437	34573	34528
34765	34504	34433	34505
34621	34459	34554	34717
34696	34619	34547	34471
34767	34579	34596	34547
34554	34473	34632	34666
34744	34497	34449	34390
34794	34558	34397	34444
34752	34410	34389	34448
34643	34569	34594	34532
34719	34664	34594	34597
34618	34507	34530	34438
34789	34573	34564	34499
34789	34574	34547	34605
34600	34498	34483	34527
34713	34589	34556	34598
34781	34640	34660	34571
34831	34630	34662	34580
34744	34681	34662	34623
34835	34709	34576	34558
34801	34713	34699	34727
34753	34581	34617	34773
34900	34689	34586	34803
34857	34643	34510	34653
34861	34797	34744	34744
34963	34769	34858	34779
35086	34763	34754	34812
34893	34800	34849	34852
34776	34557	34673	34733
34834	34769	34890	34839
34962	34786	34694	34765
34899	34649	34685	34666
35049	34896	34820	34680
34875	34671	34686	34692
34920	34792	34715	34679
34823	34687	34648	34671
34915	34714	34722	34929
34824	34705	34744	34700
34868	34761	34632	34593
34994	34806	34779	34776
34895	34787	34913	34876
34964	34711	34727	34812
34943	34726	34738	34782
35040	34835	34791	34662
35094	34904	34987	34794
34949	34720	34774	34826
35024	34768	34868	34858
34875	34759	34910	34918
35089	34848	34815	34707
35183	34943	34928	34942
35136	34872	34843	34916
35089	34890	34722	34852
35133	34673	34640	34745
34958	34791	34783	34818
35040	34822	34835	34776
34962	34668	34686	34716
35072	34804	34714	34794
35108	34706	34667	34911
34829	34569	34736	34790
35066	34813	34851	34927
34827	34730	34848	34839
34860	34752	34818	34877
34794	34719	34801	34828
35050	34871	34784	34855
34992	34863	34855	34948
34989	34757	34635	34808
34919	34852	34777	34792
34894	34680	34740	34897
35086	34890	34898	34925
35170	35000	34844	34763
35061	34917	34829	34780
35067	34927	34980	34946
35289	34956	34897	34835
35087	34910	34912	34916
35224	35072	35118	35097
35215	35110	35134	35066
35237	35074	34944	34906
35193	35103	35086	34973
35333	35166	35057	34943
35382	35147	35096	35078
35553	35217	35099	35287
35564	35364	35232	35235
35519	35370	35241	35219
35631	35333	35208	35270
35503	35300	35318	35402
35650	35517	35536	35472
35888	35639	35533	35562
35935	35701	35589	35614
36019	35847	35843	35903
36045	35846	35833	35681
36026	35846	35744	35808
36088	35912	35781	35903
35957	35902	35906	35812
36242	35981	35918	36072
36175	36065	35942	35951
36206	36048	35957	36097
36235	36123	36075	36039
36324	35998	35980	36070
36293	36179	36279	36147
36326	36088	36061	36094
36262	36208	36108	36131
36495	36252	36111	36175
